"","can_party","general_votes","ttl_disb","state","lamvotes","tvotes","tdisb","disb","votes"
"240","REP",3521,63494.17,"NY",353.477285758477,-0.898328580289281,-0.439324210390737,11.0587033696423,12397441
"241","REP",46275,68903.04,"NY",1992.42550730443,-0.813124374256752,-0.582089986161561,11.1404555779442,2141375625
"242","REP",4646,68903.04,"NY",425.940675368953,-0.897779983565993,-0.440444208848573,11.1404555779442,21585316
"243","REP",2093,68903.04,"NY",249.026411251006,-0.901064211139945,-0.43368570117396,11.1404555779442,4380649
"244","REP",843,68903.04,"NY",134.723948616223,-0.902617724622666,-0.430443077766388,11.1404555779442,710649
"245","REP",122606,1807089.33,"NY",3828.76567407312,-0.296367543351211,0.955073965328324,14.407228003881,15032231236
"246","REP",12824,1807089.33,"NY",842.426819955199,-0.937251568840888,0.34865383506466,14.407228003881,164454976
"247","REP",5636,1807089.33,"NY",484.999523019547,-0.943377736877123,0.331720432841568,14.407228003881,31764496
"248","REP",1868,1807089.33,"NY",230.646244708088,-0.946246385656379,0.323446715290539,14.407228003881,3489424
"249","REP",26891,96104.15,"NY",1384.50307560976,-0.867291439823361,-0.497800721583568,11.4731877782091,723125881
"250","REP",3654,96104.15,"NY",362.405841780392,-0.903662388172256,-0.428245593325623,11.4731877782091,13351716
"251","REP",111117,224130.92,"NY",3584.40715833294,-0.425019776040612,-0.905184064140762,12.3199856243902,12346987689
"252","REP",16968,224130.92,"NY",1016.57768875466,-0.909075424035013,-0.416631579954715,12.3199856243902,287913024
"253","REP",1284,224130.92,"NY",179.085015512826,-0.926769268652904,-0.375631099192496,12.3199856243902,1648656
"254","REP",135905,2922131.3,"NY",4102.37126083922,-0.00874843807290713,0.99996173168341,14.8878238052593,18470169025
"255","REP",21353,2922131.3,"NY",1186.08687557297,-0.701508906876535,0.712660686142353,14.8878238052593,455950609
"256","REP",8028,2922131.3,"NY",615.119688005827,-0.73928055564974,0.673397549771464,14.8878238052593,64448784
"257","REP",885,2922131.3,"NY",139.234384637637,-0.757039754046274,0.653368816820605,14.8878238052593,783225
"258","REP",152597,2631084.99,"NY",4433.58293186563,0.156564149060545,0.987667791936614,14.7829068628074,23285844409
"259","REP",15526,2631084.99,"NY",957.764772043089,-0.77556102969012,0.631272595022151,14.7829068628074,241056676
"260","REP",8799,2631084.99,"NY",654.192872835453,-0.791860847477513,0.610701562329911,14.7829068628074,77422401
"261","REP",964,2631084.99,"NY",147.531666430266,-0.80892465377971,0.587912327228624,14.7829068628074,929296
"262","REP",113287,889095.44,"NY",3631.17663466143,-0.88422019142523,-0.467070287083143,13.6979598653142,12833944369
"263","REP",16157,889095.44,"NY",983.713088299276,-0.994695077908966,-0.10286740000445,13.6979598653142,261048649
"264","REP",136964,3072933.93,"NY",4123.76917551361,0.000249887614883415,0.99999996877809,14.9381433407188,18759137296
"265","REP",16420,3072933.93,"NY",994.429195726208,-0.688185898197948,0.725534402713947,14.9381433407188,269616400
"266","REP",876,3072933.93,"NY",138.273917189817,-0.730876432540181,0.682509809715098,14.9381433407188,767376
"267","REP",6790,3072933.93,"NY",549.66778579967,-0.71554963627864,0.698561892763631,14.9381433407188,46104100
"268","REP",150330,2431861.59,"NY",4389.3290203408,0.153774968361333,0.988105894682079,14.7041676084421,22599108900
"269","REP",20399,2431861.59,"NY",1150.27052282989,-0.804320862995399,0.594195211483849,14.7041676084421,416119201
"270","REP",10931,2431861.59,"NY",756.783490659987,-0.82567960877882,0.564139329994687,14.7041676084421,119486761
"271","REP",1101,2431861.59,"NY",161.408069098148,-0.844642116238569,0.535331388465157,14.7041676084421,1212201
"272","REP",113840,221477.29,"NY",3643.0478867082,-0.386229469172378,-0.922402730450655,12.3080753349942,12959545600
"273","REP",20883,221477.29,"NY",1168.50900053086,-0.903198797679427,-0.42922247363161,12.3080753349942,436099689
"274","REP",6856,221477.29,"NY",553.251495367455,-0.920669250284297,-0.390343607070681,12.3080753349942,47004736
"275","REP",1071,221477.29,"NY",158.420599643944,-0.926571536589125,-0.376118581810137,12.3080753349942,1147041
